"sep=	"
Document type	Open Access	Number	Authors countries	Authors	Title	Journal title	Volume	Pages	Year	Beamline(s)	Facility used	Proposal number	DOI	DOI added	WoS Number
Journal article		ESRF14AB1794	Belgium/Estonia/Russia	Abakumov A.M., Morozov V.A., Tsirlin A.A., Verbeeck J., Hadermann J.	Cation ordering and flexibility of the BO42– tetrahedra in incommensurately modulated CaEu2(BO4)4 (B = Mo, W) scheelites	Inorganic Chemistry	53	9407-9415	2014	ID31	ESRF (Grenoble)		10.1021/ic5015412		WOS:000341229600068
Journal article		ESRF14AB1275	Belgium/Estonia/Greece	Abakumov A.M., Tsirlin A.A., Bakaimi I., Van Tendeloo G., Lappas A.	Multiple twinning as a structure directing mechanism in layered rock-salt-type oxides: NaMnO2 polymorphism, redox potentials, and magnetism	Chemistry of Materials	26	3306-3315	2014	ID31	ESRF (Grenoble)		10.1021/cm5011696		WOS:000336637000036
Journal article		ESRF14AB9111	Italy	Abate F., Malito E., Cozzi R., Lo Surdo P., Maione D., Bottomley M.J.	Apo, Zn2+-bound and Mn2+-bound structures reveal ligand-binding properties of SitA from the pathogen Staphylococcus pseudintermedius	Bioscience Reports	34	e00154-1-e00154-16	2014	ID14-4	ESRF (Grenoble)/SLS (PSI) (Villigen)		10.1042/BSR20140088		WOS:000347799400008
Journal article		ESRF14AB1065	Spain/Morocco	Abba M.O., Gonzalez-DelaCruz V.M., Colón G., Sebti S., Caballero A.	In situ XAS study of an improved natural phosphate catalyst for hydrogen production by reforming of methane	Applied Catalysis B: Environmental	150-151	459-465	2014	BM25	ESRF (Grenoble)		10.1016/j.apcatb.2013.12.031		WOS:000332803700050
Journal article	OA	ESRF14AB1423	UK/Iraq/Germany	Abbott A.P., Al-Barzinjy A.A., Abbott P.D., Frisch G., Harris R.C., Hartley J., Ryder K.S.	Speciation, physical and electrolytic properties of eutectic mixtures based on CrCl3·6H2O and urea	Physical Chemistry Chemical Physics	16	9047-9055	2014	BM25A	ESRF (Grenoble)	CH-3811	10.1039/C4CP00057A		WOS:000335015700041
Journal article		ESRF14AB1961	Germany/Austria/France (not ESRF)	Abboud A., Kirchlechner C., Send S., Micha J.S., Ulrich O., Pashniak N., Strüder L., Keckes J., Pietsch U.	A new method for polychromatic X-ray μLaue diffraction on a Cu pillar using an energy-dispersive pn-junction charge-coupled device	Review of Scientific Instruments	85	113901-1-11390-8	2014	BM32	ESRF (Grenoble)		10.1063/1.4900482		WOS:000345646000267
Journal article		ESRF14AB1816	Germany/Spain	Abdullah M.R., Gutiérrez-Fernández J., Pribyl T., Gisch N., Saleh M., Rohde M., Petruschka L., Burchhardt G., Schwudke D., Hermoso J.A., Hammerschmidt S.	Structure of the pneumococca L,D-carboxypeptidase DacB and pathophysiological effects of disabled cell wall hydrolases DacA and DacB	Molecular Microbiology	93	1183-1206	2014	ID29	ALBA (Barcelona)/DIAMOND (Didcot)/ESRF (Grenoble)/SLS (PSI) (Villigen)		10.1111/mmi.12729		WOS:000342757200010
Journal article		ESRF14AB1444	Belgium/Switzerland	Abera M.K., Verboven P., Herremans E., Defraeye T., Fanta S.W., Ho Q.T., Carmeliet J., Nicolaï B.M.	3D virtual pome fruit tissue generation based on cell growth modeling	Food and Bioprocess Technology	7	542-555	2014	ID19	ESRF (Grenoble)	MA-222	10.1007/s11947-013-1127-3		WOS:000329642000021
Journal article		ESRF14AB9005	Switzerland	Aboshyan-Sorgho L., Lathion T., Guénée L., Besnard C., Piguet C.	Thermodynamic N-donor trans influence in labile pseudo-octahedral zinc complexes: A delusion?	Inorganic Chemistry	53	13093-13104	2014	BM1A	ESRF (Grenoble)		10.1021/ic5022559		WOS:000346544100050
Journal article		ESRF15AB1218	France (not ESRF)/Italy/Canada	Abraini J.H., Marassio G., David H.N., Vallone B., Prangé T., Colloc'h N.	Crystallographic studies with xenon and nitrous oxide provide evidence for protein-dependent processes in the mechanisms of general anesthesia	Anesthesiology	121	1018-1027	2014	BM14/BM16/BM30A	ESRF (Grenoble)		10.1097/ALN.0000000000000435		WOS:000344368700017
Journal article		ESRF14AB9011	France (not ESRF)/China	Abry S., Zhang P., Albela B., Bonneviot L.	Site isolation and coordination control of a transition metal ion by molecular surface engineering in mesoporous silica: The case of a bio-inspired copper–polyamine grafted complex	RSC Advances	4	62903-62911	2014	BM25/BM30B	ESRF (Grenoble)		10.1039/C4RA10109J		WOS:000345701500013
Journal article		ESRF14AB1137	Belgium/Egypt/Italy	Abskharon R.N.N., Giachin G., Wohlkönig A., Soror S.H., Pardon E., Legname G., Steyaert J.	Probing the N-terminal β-sheet conversion in the crystal structure of the human prion protein bound to a nanobody	Journal of the American Chemical Society	136	937-944	2014	BM30A	ESRF (Grenoble)/SLS (PSI) (Villigen)		10.1021/ja407527p		WOS:000330202300029
Journal article		ESRF14AB1802	Spain	Abuín M., Pérez L., Mascaraque A., Maicas M.	Tuning the magnetic properties of FeCo by pulsed DC magnetron sputtering	CrystEngComm	16	9528-9533	2014	BM25	ESRF (Grenoble)		10.1039/C4CE01112K		WOS:000343035200021
Journal article	OA	ESRF14AC9143	Italy	Achilli E., Minguzzi A., Lugaresi O., Locatelli C., Rondinini S., Spinolo G., Ghigna P.	In situ dispersive EXAFS in electrocatalysis: The investigation of the local structure of IrOx in chronoamperometric conditions as a case study	Journal of Spectroscopy	2014	ID 480102-1-ID 480102-7	2014	ID24	ESRF (Grenoble)	CH-4090	10.1155/2014/480102		WOS:000347796100001
Journal article	OA	ESRF14AC1719	Austria	Ackaert C., Kofler S., Horejs-Hoeck J., Zulehner N., Asam C., von Grafenstein S., Fuchs J.E., Briza P., Liedl K.R., Bohle B., Ferreira F., Brandstetter H., Oostingh G.J., Duschl A.	The impact of nitration on the structure and immunogenicity of the major birch pollen allergen bet v 1.0101	PloS One	9	e104520-1-e104520-11	2014	ID14-4	ESRF (Grenoble)		10.1371/journal.pone.0104520		WOS:000340879300032
Journal article		ESRF14AF1221	France (not ESRF)	Afanasiev P.	Synthesis of finely divided molybdenum sulfide nanoparticles in propylene carbonate solution	Journal of Solid State Chemistry	213	158-164	2014	BM30B	ESRF (Grenoble)		10.1016/j.jssc.2014.02.030		WOS:000334654500024
Journal article		ESRF14AG1602	USA/Germany	Agra-Kooijman D.M., Singh G., Lorenz A., Collings P.J., Kitzerow H.S., Kumar S.	Columnar molecular aggregation in the aqueous solutions of disodium cromoglycate	Physical Review E	89	062504-1-062504-6	2014	ID2	ESRF (Grenoble)/NSLS (Brookhaven)	HD-538	10.1103/PhysRevE.89.062504		WOS:000338665900005
Journal article		ESRF14AG1033	Germany/Italy	Agrestini S., Sanna S., Zheng K., De Renzi R., Pusceddu E., Concas G., Saini N.L., Bianconi A.	Soft x-ray absorption and high-resolution powder x-ray diffraction study of superconducting CaxLa1-xBa1.75-xLa0.25+xCu3Oy system	Journal of Physics and Chemistry of Solids	75	259-264	2014	ID31	ESRF (Grenoble)/BESSY (Germany)		10.1016/j.jpcs.2013.09.026		WOS:000329270800015
Journal article	OA	ESRF14AG1722	France (not ESRF)	Aguirre C., ten Brink T., Guichou J.F., Cala O., Krimm I.	Comparing binding modes of analogous fragments using NMR in fragment-based drug design: Application to PRDX5	PloS One	9	e102300-1-e102300-11	2014	ID14-4/ID23-1	ESRF (Grenoble)		10.1371/journal.pone.0102300		WOS:000339992400062
Journal article		ESRF14AG1140	Spain/Sweden	Agzenai Y., Lindman B., Alfredsson V., Topgaard D., Renamayor C.S., Pacios I.E.	In situ X-ray polymerization: From swollen lamellae to polymer-surfactant complexes	Journal of Physical Chemistry B	118	1159-1167	2014	BM16	ESRF (Grenoble)		10.1021/jp411894e		WOS:000330610400032
Journal article	OA	ESRF14AH1777	France (not ESRF)	Ahmed-Belkacem A., Guichou J.F., Brillet R., Ahnou N., Hernandez E., Pallier C., Pawlotsky J.M.	Inhibition of RNA binding to hepatitis C virus RNA-dependent RNA polymerase: A new mechanism for antiviral intervention	Nucleic Acids Research	42	9399-9409	2014	ID14-4	ESRF (Grenoble)		10.1093/nar/gku632		WOS:000343219200053
Journal article		ESRF14AK9040	Germany	Akselrud L., Wosylus A., Castillo R., Aydemir U., Prots Y., Schnelle W., Grin Y., Schwarz U.	BaGe6and BaGe6-x: Incommensurately ordered vacancies as electron traps	Inorganic Chemistry	53	12699-12705	2014	ID31	ESRF (Grenoble)		10.1021/ic5021065		WOS:000346544100010
Journal article		ESRF14AL1438	Germany/Russia	Al'tapova V.R., Khlusov I.A., Karpov D.A., Chen F., Baumbach T., Pichugin V.F.	Diagnostics of 3D scaffolds by the method of X-ray phase contrast visualization	Russian Physics Journal	56	1116-1123	2014	ID19	ESRF (Grenoble)		10.1007/s11182-014-0150-9		WOS:000330982200002
Journal article		ESRF14AL1755	Canada/The Netherlands	Alexandratos V.G., Behrends T., Van Cappellen P.	Sulfidization of lepidocrocite and its effect on uranium phase distribution and reduction	Geochimica et Cosmochimica Acta	142	570-586	2014	BM30B	ESRF (Grenoble)		10.1016/j.gca.2014.08.009		WOS:000342622400036
Journal article		ESRF14AL1968	Portugal/Belgium	Almeida Paz F.A., Vilela S.M.F., Tomé J.P.C.	Layered metal–organic frameworks based on octahedral lanthanides and a phosphonate linker: Control of crystal size	Crystal Growth & Design	14	4873-4877	2014	ID31	ESRF (Grenoble)	CH-3692	10.1021/cg500875m		WOS:000342609300001
Journal article	OA	ESRF14AL1402	Spain/Cuba/Estonia	Alvarez Y., Esteban-Torres M., Cortés-Cabrera Á., Gago F., Acebrón I., Benavente R., Mardo K., de las Rivas B., Muñoz R., Mancheño J.M.	Esterase LpEst1 from Lactobacillus plantarum: A novel and atypical member of the αβ hydrolase superfamily of enzymes	PloS One	9	e92257-1-e92257-15	2014	ID14-4/ID29	ESRF (Grenoble)		10.1371/journal.pone.0092257		WOS:000333459900048
Journal article		ESRF14AL1297	Spain/Switzerland	Álvaro-Muñoz T., Pinar A.B., Sisak D., Pérez-Pariente J., Gómez-Hortigüela L.	Synthesis of the aluminophosphate ICP-1 by self-assembly of 1,3-diphenylguanidine: Insights into supramolecular aggregation	Journal of Physical Chemistry C	118	4835-4845	2014	BM1	ESRF (Grenoble)		10.1021/jp500026d		WOS:000332756000029
Journal article		ESRF14AL1758	UK	Al-Jawad M.	Creative approaches in biomimetic materials research	Materials Today	17	312-313	2014	BM28/ID15	ESRF (Grenoble)		10.1016/j.mattod.2014.08.002		WOS:000342360600002
Journal article		ESRF14AM1502	France (not ESRF)	Amiable C., Paoletti J., Haouz A., Padilla A., Labesse G., Kaminski P.A., Pochet S.	6-(Hetero)Arylpurine nucleotides as inhibitors of the oncogenic target DNPH1: Synthesis, structural studies and cytotoxic activities	European Journal of Medicinal Chemistry	85	418-437	2014	ID29	ESRF (Grenoble)/Soleil (Orsay)		10.1016/j.ejmech.2014.07.110		WOS:000342859700035
Journal article		ESRF14AM1064	Iran/USA/Switzerland/Austria	Amirnasr M., Bagheri M., Farrokhpour H., Schenk K.J., Mereiter K., Ford P.C.	New Zn(II) complexes with N2S2 Schiff base ligands. Experimental and theoretical studies of the role of Zn(II) in disulfide thiolate-exchange	Polyhedron	71	1-7	2014	BM1	ESRF (Grenoble)		10.1016/j.poly.2013.12.040		WOS:000333511700001
Book chapter		ESRF14AM9122	The Netherlands	Amirthalingam M., Hermans M.J.M., Huizenga R.M., Offerman S.E., Sietsma J., Richardson I.M.	In situ synchrotron diffraction studies on the formation, decomposition and stabilisation of austenite in TRIP steels during simulated weld thermal cycles					ID11	ESRF (Grenoble)		10.1007/978-3-319-06145-0_4		
Journal article		ESRF14AN1326	Denmark/USA	Andersson M., Mattle D., Sitsel O., Klymchuk T., Nielsen A.M., Møller L.B., White S.H., Nissen P., Gourdon P.	Copper-transporting P-type ATPases use a unique ion-release pathway	Nature Structural & Molecular Biology	21	43-48	2014	ID29	ESRF (Grenoble)/MAX-Lab (Lund)/SLS (PSI) (Villigen)		10.1038/nsmb.2721		WOS:000329290700013
Journal article		ESRF15AN1242	Russia/Finland	Andreeva N.V., Tyunina M., Filimonov A.V., Rudskoy A.I., Pertsev N.A., Vakhrushev S.B.	Low-temperature evolution of local polarization properties of PbZr0.65Ti0.35O3 thin films probed by piezoresponse force microscopy	Applied Physics Letters	104	112905-1-112905-5	2014	BM1	ESRF (Grenoble)		10.1063/1.4869147		WOS:000333252300055
Journal article		ESRF14AN1664	Spain/Germany	Andrés E., Albesa-Jové D., Biarnés X., Moerschbacher B.M., Guerin M.E., Planas A.	Structural basis of chitin oligosaccharide deacetylation	Angewandte Chemie International Edition	53	6882-6887	2014	ID29	ESRF (Grenoble)/DIAMOND (Didcot)/SLS (PSI) (Villigen)		10.1002/anie.201400220		WOS:000338023000005
Journal article	OA	ESRF14AN1431	France (not ESRF)	Andujar P., Simon-Deckers A., Galateau-Sallé F., Fayard B., Beaune G., Clin B., Billon-Galland M.A., Durupthy O., Pairon J.C., Doucet J., Boczkowski J., Lanone S.	Role of metal oxide nanoparticles in histopathological changes observed in the lung of welders	Particle and Fibre Toxicology	11	23-1-23-13	2014	ID13/ID21	ESRF (Grenoble)		10.1186/1743-8977-11-23		WOS:000336985400001
Journal article		ESRF14AN1422	Australia/France (not ESRF)	Ang J.C., Henderson M.J., Campbell R.A., Lin J.M., Yaron P.N., Nelson A., Faunce T., White J.W.	Human serum albumin binding to silica nanoparticles – effect of protein fatty acid ligand	Physical Chemistry Chemical Physics	16	10157-10168	2014	ID2	Australian Synchrotron (Melbourne)/ESRF (Grenoble)		10.1039/c4cp00293h		WOS:000335924800040
Journal article		ESRF14AN1734	Italy/Germany/USA	Angelini R., Madsen A., Fluerasu A., Ruocco G., Ruzicka B.	Aging behavior of the localization length in a colloidal glass	Colloids and Surfaces A	460	118-122	2014	ID10A/ID10_CS	ESRF (Grenoble)		10.1016/j.colsurfa.2014.03.087		WOS:000341880200016
Journal article		ESRF14AN1271	Czech Republic/France (not ESRF)/Germany	Angelov B., Angelova A., Filippov S.K., Drechsler M., Stepánek P., Lesieur S.	Multicompartment lipid cubic nanoparticles with high protein upload: Millisecond dynamics of formation	ACS Nano	8	5216-5226	2014	ID2	ESRF (Grenoble)		10.1021/nn5012946		WOS:000336640600114
Journal article		ESRF14AN9014	Italy	Angelucci F., Morea V., Angelaccio S., Saccoccia F., Contestabile R., Ilari A.	The crystal structure of archaeal serine hydroxymethyltransferase reveals idiosyncratic features likely required to withstand high temperatures	Proteins: Structure, Function and Bioinformatics	82	3437-3449	2014	ID23-1	ESRF (Grenoble)/BESSY (Germany)		10.1002/prot.24697		WOS:000345305400017
Journal article		ESRF14AN1172	Czech Republic/Italy/Japan/Latvia/Russia	Anspoks A., Bocharov D., Purans J., Rocca F., Sarakovskis A., Trepakov V., Dejneka A., Itoh M.	Local structure studies of SrTi16O3 and SrTi18O3	Physica Scripta	89	044002-1-044002-5	2014	BM23	ESRF (Grenoble)/HASYLAB (Hambourg)		10.1088/0031-8949/89/04/044002		WOS:000333449400003
Journal article		ESRF14AN1158	France (not ESRF)	Antad V., Simonot L., Babonneau D.	Influence of low-energy plasma annealing on structural and optical properties of silver nanoclusters grown by magnetron sputtering deposition	Journal of Nanoparticle Research	16	2328-1-2328-13	2014	BM2	ESRF (Grenoble)	02-01-813	10.1007/s11051-014-2328-z		WOS:000331908000001
Journal article		ESRF14AR1101	Italy/France (not ESRF)	Aramini M., Gaboardi M., Vlahopoulou G., Pontiroli D., Cavallari C., Milanese C., Riccò M.	Muon spin relaxation reveals the hydrogen storage mechanism in light alkali metal fullerides	Carbon	67	92-97	2014	ID15B_HEX	ESRF (Grenoble)	HC-656	10.1016/j.carbon.2013.09.063		WOS:000329379300011
Journal article		ESRF14AR9109	Finland/USA	Aranko A.S., Oeemig J.S., Zhou D., Kajander T., Wlodawer A., Iwaï H.	Structure-based engineering and comparison of novel split inteins for protein ligation	Molecular BioSystems	10	1023-1034	2014	ID14-1	ESRF (Grenoble)/DIAMOND (Didcot)		10.1039/c4mb00021h		WOS:000333581100005
Journal article	OA	ESRF14AR1382	Switzerland/France (not ESRF)	Arieti F., Gabus C., Tambalo M., Huet T., Round A., Thore S.	The crystal structure of the Split End protein SHARP adds a new layer of complexity to proteins containing RNA recognition motifs	Nucleic Acids Research	42	6742-6752	2014	ID14-4	ESRF (Grenoble)		10.1093/nar/gku277		WOS:000338768100057
Journal article		ESRF14AR1031	France (not ESRF)	Arif M.F., Meraghni F., Chemisky Y., Despringre N., Robert G.	In situ damage mechanisms investigation of PA66/GF30 composite: Effect of relative humidity	Composites Part B: Engineering	58	487-495	2014	ID19	ESRF (Grenoble)		10.1016/j.compositesb.2013.11.001		WOS:000330820900061
Journal article		ESRF14AR1179	France (not ESRF)	Arif M.F., Saintier N., Meraghni F., Fitoussi J., Chemisky Y., Robert G.	Multiscale fatigue damage characterization in short glass fiber reinforced polyamide-66	Composites Part B: Engineering	61	55-65	2014	ID19	ESRF (Grenoble)		10.1016/j.compositesb.2014.01.019		WOS:000334133900007
Journal article		ESRF14AR1115	India	Arif S.M., Sang P.B., Varshney U., Vijayan M.	Crystallization and preliminary X-ray characterization of MutT2, MSMEG_5148 from Mycobacterium smegmatis	Acta Crystallographica F	70	190-192	2014	BM14	ESRF (Grenoble)		10.1107/S2053230X13033906		WOS:000332229200008
Journal article		ESRF14AR1201	Italy/Germany/France (not ESRF)	Arletti R., Mugnaioli E., Kolb U., Di Renzo F.	MZ-35, a new layered pentasil borosilicate synthesized in the presence of large alkali cations	Microporous and Mesoporous Materials	189	64-70	2014	BM1A	ESRF (Grenoble)		10.1016/j.micromeso.2014.01.014		WOS:000333853200008
Journal article		ESRF14AR1229	Spain/Japan	Arolas J.L., García-Castellanos R., Goulas T., Akiyama Y., Gomis-Rüth F.X.	Expression and purification of integral membrane metallopeptidase HtpX	Protein Expression and Purification	99	113-118	2014	ID23-2	ESRF (Grenoble)		10.1016/j.pep.2014.04.008		WOS:000336870800017
Journal article		ESRF14AR1524	Italy/USA	Artioli G., Valentini L., Dalconi M.C., Parisatto M., Voltolini M., Russo V., Ferrari G.	Imaging of nano-seeded nucleation in cement pastes by X-ray diffraction tomography	International Journal of Materials Research	105	628-631	2014	ID22	ESRF (Grenoble)	MA-1063	10.3139/146.111049		WOS:000339328300003
Journal article		ESRF14AR1967	Spain/USA	Artola-Recolons C., Lee M., Bernardo-García N., Blázquez B., Hesek D., Bartual S.G., Mahasenan K.V., Lastochkin E., Pi H., Boggess B., Meindl K., Usón I., Fisher J.F., Mobashery S., Hermoso J.A.	Structure and cell wall cleavage by modular lytic transglycosylase MltC of Escherichia coli	ACS Chemical Biology	9	2058-2066	2014	ID23-2/ID29	ALBA (Barcelona)/ESRF (Grenoble)		10.1021/cb500439c		WOS:000342121200021
Journal article		ESRF14AR1801	Spain/Argentina	Arzac G.M., Rojas T.C., Gontard L.C., Chinchilla L.E., Otal E., Crespo P., Fernández A.	Chemistry, nanostructure and magnetic properties of Co–Ru–B–O nanoalloys	RSC Advances	4	46576-46586	2014	BM1B	ESRF (Grenoble)	01-01-894	10.1039/C4RA05700G		WOS:000342761800026
Journal article		ESRF14AS1007	Pakistan/Austria	Asghar Z., Requena G.	Three dimensional post-mortem study of damage after compression of cast Al-Si alloys	Materials Science and Engineering A	591	136-143	2014	ID15	ESRF (Grenoble)		10.1016/j.msea.2013.10.067		WOS:000332594100019
Journal article		ESRF14AS1044	Pakistan/Austria	Asghar Z., Requena G., Zahid G.H., Rafi-ud-Din	Effect of thermally stable Cu- and Mg-rich aluminides on the high temperature strength of an AlSi12CuMgNi alloy	Materials Characterization	88	80-85	2014	ID19	ESRF (Grenoble)		10.1016/j.matchar.2013.12.004		WOS:000331413200010
Journal article		ESRF14AS1225	Norway/Denmark	Ashok A.M., Haavik C., Norby P., Norby T., Olsen A.	Vacancy ordering and superstructure formation in dry and hydrated strontium tantalate perovskites: A TEM perspective	Micron	62	11-27	2014	BM1A	ESRF (Grenoble)		10.1016/j.micron.2014.02.013		WOS:000336711900003
Journal article	OA	ESRF14AS1572	Norway/Finland/Portugal	Assefa N.G., Niiranen L., Johnson K.A., Schrøder Leiros H.K., Smalås A.O., Willassen N.P., Moe E.	Structural and biophysical analysis of interactions between cod and human uracil-DNAN-glycosylase (UNG) and UNG inhibitor (Ugi)	Acta Crystallographica D	70	2093-2100	2014	ID29	ESRF (Grenoble)		10.1107/S1399004714011699		WOS:000340246000004
Journal article		ESRF14AU1554	Germany	Auerbach D., Klein M., Franz S., Carius Y., Lancaster C.R.D., Jung G.	Replacement of highly conserved E222 by the photostable non-photoconvertible histidine in GFP	ChemBioChem	15	1404-1408	2014	ID14-4	ESRF (Grenoble)	MX-1412	10.1002/cbic.201402075		WOS:000338769300005
Journal article		ESRF14AU1551	France (not ESRF)/USA	Auffan M., Matson C.W., Rose J., Arnold M., Proux O., Fayard B., Liu W.T., Chaurand P., Wiesner M.R., Bottero J.Y., Di Giulio R.T.	Salinity-dependent silver nanoparticle uptake and transformation by Atlantic killifish (Fundulus heteroclitus) embryos	Nanotoxicology	8	167-176	2014	BM30B/ID21	ESRF (Grenoble)		10.3109/17435390.2013.869627		WOS:000340524300017
Journal article		ESRF14AV1571	Italy/UK/USA	Avella G., Ardiccioni C., Scaglione A., Moschetti T., Rondinelli C., Montemiglio L.C., Savino C., Giuffrè A., Brunori M., Vallone B.	Engineering the internal cavity of neuroglobin demonstrates the role of the haem-sliding mechanism	Acta Crystallographica D	70	1640-1648	2014	ID14-1	ESRF (Grenoble)/BESSY (Germany)		10.1107/S1399004714007032		WOS:000338117800015
Article from Conference in a Journal	OA	ESRF14AV1925	UK/France (not ESRF)	Aveson J.W., Reinhart G., Nguyen-Thi H., Mangelinck-Noël N., D'Souza N., Stone H.J.	Origins of misorientation defects in single crystal castings: A time resolved in situ synchrotron X-ray radiography study	MATEC Web of Conferences	14	05003-1-05003-5	2014	BM5	ESRF (Grenoble)		10.1051/matecconf/20141405003		WOS:000351930400016
Journal article		ESRF14AZ1037	UK	Azeem M.A., Dye D.	In situ evaluation of the transformation behaviour of NiTi-based high temperature shape memory alloys	Intermetallics	46	222-230	2014	ID15B_HEX	ESRF (Grenoble)		10.1016/j.intermet.2013.11.009		WOS:000331024700032
Journal article	OA	ESRF14AZ1241	Pakistan/UK	Azim N., Deery E., Warren M.J., Wolfenden B.A.A., Erskine P., Cooper J.B., Coker A., Wood S.P., Akhtar M.U.	Structural evidence for the partially oxidized dipyrromethene and dipyrromethanone forms of the cofactor of porphobilinogen deaminase: Structures of the Bacillus megaterium enzyme at near-atomic resolution	Acta Crystallographica D	70	744-751	2014	BM14	ESRF (Grenoble)/DIAMOND (Didcot)	MX-7131, MX-1425	10.1107/S139900471303294X		WOS:000332406600013
Journal article		ESRF14BA1909	Poland/UK	Babout L., Jopek L., Preuss M.	3D characterization of trans- and inter-lamellar fatigue crack in (α+β) Ti alloy	Materials Characterization	98	130-139	2014	ID19	ESRF (Grenoble)	ME-1230	10.1016/j.matchar.2014.10.017		WOS:000347588700017
Journal article	OA	ESRF14BA9087	Spain/USA	Bacarizo J., Martínez-Rodríguez S., Martín-García J.M., Andújar-Sánchez M., Ortiz-Salmerón E., Neira J.L., Cámara-Artigas A.	Electrostatic effects in the folding of the SH3 domain of the c-Src tyrosine kinase: pH-dependence in 3D-domain swapping and amyloid formation	PloS One	9	e113224-1-e113224-30	2014	ID14-4	ESRF (Grenoble)/ALBA (Barcelona)	MX-1406	10.1371/journal.pone.0113224		WOS:000347515300006
Journal article		ESRF14BA1218	Switzerland/Australia/China/USA/Turkey/UK	Badertscher S., Borsato A., Frisia S., Cheng H., Edwards R.L., Tüysüz O., Fleitmann D.	Speleothems as sensitive recorders of volcanic eruptions - the Bronze Age Minoan eruption recorded in a stalagmite from Turkey	Earth and Planetary Science Letters	392	58-66	2014	ID21/ID22	ESRF (Grenoble)		10.1016/j.epsl.2014.01.041		WOS:000349141100006
Journal article	OA	ESRF14BA1953	Italy/Republic of San Marino/Belarus	Bagli E., Bandiera L., Bellucci V., Berra A., Camattari R., De Salvador D., Germogli G., Guidi V., Lanzoni L., Lietti D., Mazzolari A., Prest M., Tikhomirov V.V., Vallazza E.	Experimental evidence of planar channeling in a periodically bent crystal	European Physical Journal C	74	3114-1-3114-7	2014	ID15A_HEX	ESRF (Grenoble)		10.1140/epjc/s10052-014-3114-x		WOS:000346523800002
Journal article		ESRF14BA1351	UK/USA	Bagnéris C., DeCaen P.G., Naylor C.E., Pryde D.C., Nobeli I., Clapham D.E., Wallace B.A.	Prokaryotic NavMs channel as a structural and functional model for eukaryotic sodium channel antagonism	Proceedings of the National Academy of Sciences of the USA	111	8428-8433	2014	ID23-1	ESRF (Grenoble)/DIAMOND (Didcot)		10.1073/pnas.1406855111		WOS:000336976000044
Journal article		ESRF14BA1791	USA/Greece	Bai W., Hannon A.F., Gotrik K.W., Choi H.K., Aissou K., Liontos G., Ntetsikas K., Alexander-Katz A., Avgeropoulos A., Ross C.A.	Thin film morphologies of bulk-gyroid polystyrene-block-polydimethylsiloxane under solvent vapor annealing	Macromolecules	47	6000-6008	2014	BM26B	ESRF (Grenoble)		10.1021/ma501293n		WOS:000341542900015
Journal article		ESRF14BA1686	UK	Bali S., Rollauer S., Roversi P., Raux-Deery E., Lea S.M., Warren M.J., Ferguson S.J.	Identification and characterization of the ‘missing’ terminal enzyme for siroheme biosynthesis in α-proteobacteria	Molecular Microbiology	92	153-163	2014	ID29	DIAMOND (Didcot)/ESRF (Grenoble)		10.1111/mmi.12542		WOS:000334331300010
Journal article		ESRF14BA1877	Belgium/Russia	Ban V., Soloninin A.V., Skripov A.V., Hadermann J., Abakumov A., Filinchuk Y.	Pressure-collapsed amorphous Mg(BH4)2: An ultradense complex hydride showing a reversible transition to the porous framework	Journal of Physical Chemistry C	118	23402-23408	2014	BM1A	ESRF (Grenoble)		10.1021/jp507286m		WOS:000343016800067
Journal article		ESRF14BA1689	India	Banerjee S., Agrawal M.J., Mishra D., Sharan S., Balaram H., Savithri H.S., Murthy M.R.N.	Structural and kinetic studies on adenylosuccinate lyase from Mycobacterium smegmatis and Mycobacterium tuberculosis provide new insights on the catalytic residues of the enzyme	FEBS Journal	281	1642-1658	2014	BM14	ESRF (Grenoble)		10.1111/febs.12730		WOS:000332962400010
Journal article		ESRF14BA9138	Spain	Baños-Mateos S., Chaves-Sanjuan A., Mansilla A., Ferrús A., Sánchez-Barrena M.J.	Frq2 from Drosophila melanogaster: Cloning, expression, purification, crystallization and preliminary X-ray analysis	Acta Crystallographica F	70	530-534	2014	ID14-1/ID23-1	ESRF (Grenoble)		10.1107/S2053230X14005408		WOS:000333757800029
Journal article		ESRF14BA1226	Israel	Barak R., Lahmi R., Gevorkyan-Airapetov L., Levy E., Tzur A., Opatowsky Y.	Crystal structure of the extracellular juxtamembrane region of Robo1	Journal of Structural Biology	186	283-291	2014	ID23-1/ID23-2	ESRF (Grenoble)/BESSY (Germany)		10.1016/j.jsb.2014.02.019		WOS:000335705700009
Journal article	OA	ESRF15BA1181	India	Barathy D., Mattoo R., Visweswariah S., Suguna K.	New structural forms of a mycobacterial adenylyl cyclase Rv1625c	IUCrJ	1	338-348	2014	BM14	ESRF (Grenoble)		10.1107/S2052252514016741		WOS:000356864900010
Journal article	OA	ESRF14BA1279	France (not ESRF)	Barboiu M., Dumitrescu D., van der Lee A.	X-ray structure determination of ion-channel crystalline architectures close to bilayer membrane-confined conditions	Crystal Growth & Design	14	3062-3068	2014	ID11	ESRF (Grenoble)		10.1021/cg500323r		WOS:000337018900046
